state,year,crime_group,crime_subgroup,auto_theft_coordinated_traced,auto_theft_recovered,auto_theft_stolen,source_dataset
Uttar Pradesh,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),23.0,70.0,170,auto_theft
Uttarakhand,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2.0,7,auto_theft
West Bengal,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,7.0,12,auto_theft
Andhra Pradesh,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),5.0,66.0,94,auto_theft
Arunachal Pradesh,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Assam,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),4.0,11.0,22,auto_theft
Bihar,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,11.0,38,auto_theft
Chandigarh,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,1,auto_theft
Chhattisgarh,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Delhi,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),7.0,24.0,173,auto_theft
Goa,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,9.0,15,auto_theft
Gujarat,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),11.0,19.0,93,auto_theft
Haryana,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),21.0,107.0,276,auto_theft
Himachal Pradesh,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,6.0,21,auto_theft
Jammu & Kashmir,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,20.0,41,auto_theft
Jharkhand,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,6.0,32,auto_theft
Karnataka,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),6.0,44.0,115,auto_theft
Kerala,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,29.0,84,auto_theft
Madhya Pradesh,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Maharashtra,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),43.0,190.0,730,auto_theft
Manipur,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Meghalaya,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,7,auto_theft
Nagaland,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2.0,13,auto_theft
Odisha,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),5.0,11.0,21,auto_theft
Puducherry,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2.0,3,auto_theft
Punjab,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,49.0,128,auto_theft
Rajasthan,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,60.0,184,auto_theft
Sikkim,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,1.0,2,auto_theft
Tamil Nadu,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),20.0,49.0,55,auto_theft
Tripura,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,3,auto_theft
Uttar Pradesh,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),11.0,52.0,168,auto_theft
Uttarakhand,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,7.0,29,auto_theft
West Bengal,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,6.0,38,auto_theft
Andhra Pradesh,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,14.0,15,auto_theft
Arunachal Pradesh,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Assam,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,3.0,11,auto_theft
Bihar,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,11.0,27,auto_theft
Chandigarh,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,7,auto_theft
Chhattisgarh,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Dadra & Nagar Haveli,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,1.0,5,auto_theft
Daman & Diu,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,1,auto_theft
Delhi,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,40.0,201,auto_theft
Goa,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,7.0,14,auto_theft
Gujarat,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),22.0,28.0,121,auto_theft
Haryana,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),33.0,144.0,349,auto_theft
Himachal Pradesh,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Jammu & Kashmir,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,22.0,45,auto_theft
Jharkhand,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Karnataka,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,22.0,47,auto_theft
Kerala,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,23.0,62,auto_theft
Maharashtra,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),42.0,160.0,595,auto_theft
Manipur,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Meghalaya,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,2,auto_theft
Mizoram,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0,auto_theft
Nagaland,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,4.0,5,auto_theft
Odisha,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,8.0,48,auto_theft
Punjab,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),20.0,49.0,103,auto_theft
Rajasthan,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),19.0,71.0,224,auto_theft
Tamil Nadu,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),21.0,29.0,34,auto_theft
Tripura,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,1.0,2,auto_theft
Uttar Pradesh,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),17.0,50.0,161,auto_theft
Uttarakhand,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,10.0,17,auto_theft
West Bengal,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,12.0,56,auto_theft
Andhra Pradesh,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,12.0,42.0,75,auto_theft
Arunachal Pradesh,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0,auto_theft
Assam,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,51.0,218,auto_theft
Bihar,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,2.0,8,auto_theft
Chandigarh,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0,auto_theft
Chhattisgarh,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,21.0,22.0,39,auto_theft
Dadra & Nagar Haveli,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,,,1,auto_theft
Delhi,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,14.0,164.0,562,auto_theft
Gujarat,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,19.0,83.0,191,auto_theft
Haryana,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,10.0,107.0,227,auto_theft
Himachal Pradesh,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0,auto_theft
Jammu & Kashmir,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0,auto_theft
Jharkhand,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,2,auto_theft
Karnataka,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,19.0,45.0,109,auto_theft
Kerala,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,3.0,36.0,158,auto_theft
Madhya Pradesh,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,,81.0,255,auto_theft
Maharashtra,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,31.0,249.0,409,auto_theft
Manipur,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,,1.0,8,auto_theft
Meghalaya,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,3.0,6,auto_theft
Mizoram,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,1.0,3,auto_theft
Nagaland,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,1.0,2,auto_theft
Odisha,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,103.0,184,auto_theft
Punjab,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,16.0,39.0,53,auto_theft
Rajasthan,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,,48.0,84,auto_theft
Tamil Nadu,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,84.0,175,auto_theft
Uttar Pradesh,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,,67.0,133,auto_theft
West Bengal,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,79.0,173,auto_theft
Andhra Pradesh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,152.0,223,auto_theft
Assam,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,48.0,173,auto_theft
Bihar,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,6.0,21,auto_theft
Chandigarh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0,auto_theft
Chhattisgarh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,29.0,243,auto_theft
Daman & Diu,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0,auto_theft
Delhi,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,22.0,57.0,427,auto_theft
Gujarat,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,41.0,110.0,292,auto_theft
Haryana,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,118.0,232,auto_theft
Himachal Pradesh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,1.0,2,auto_theft
Jammu & Kashmir,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,3.0,22.0,55,auto_theft
Jharkhand,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,,14.0,17,auto_theft
Karnataka,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,38.0,115.0,341,auto_theft
Kerala,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,10.0,14.0,46,auto_theft
Madhya Pradesh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,9.0,103.0,287,auto_theft
Maharashtra,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,12.0,152.0,225,auto_theft
Manipur,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,,2.0,5,auto_theft
Meghalaya,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,1.0,5,auto_theft
Mizoram,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,,2.0,2,auto_theft
Nagaland,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,8.0,19,auto_theft
Odisha,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,27.0,32.0,199,auto_theft
Puducherry,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,,4.0,4,auto_theft
Punjab,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,29.0,42.0,58,auto_theft
Rajasthan,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,39.0,59,auto_theft
Tamil Nadu,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,135.0,178,auto_theft
Tripura,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,,,1,auto_theft
Uttar Pradesh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,,58.0,109,auto_theft
Uttarakhand,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,1.0,2,auto_theft
West Bengal,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,43.0,103,auto_theft
Andaman & Nicobar Islands,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,,,1,auto_theft
Andhra Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,43.0,196.0,478,auto_theft
Arunachal Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0,auto_theft
Assam,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,7.0,49,auto_theft
Bihar,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,14.0,32,auto_theft
Chandigarh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,2.0,2,auto_theft
Chhattisgarh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,20.0,276,auto_theft
Dadra & Nagar Haveli,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,,1.0,1,auto_theft
Daman & Diu,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0,auto_theft
Delhi,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,33.0,186.0,571,auto_theft
Gujarat,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,49.0,116.0,367,auto_theft
Haryana,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,9.0,127.0,349,auto_theft
Himachal Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,2.0,5,auto_theft
Jammu & Kashmir,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,30.0,69,auto_theft
Jharkhand,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,8.0,19,auto_theft
Karnataka,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,145.0,334,auto_theft
Kerala,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,,14.0,62,auto_theft
Madhya Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,,98.0,191,auto_theft
Maharashtra,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,29.0,59.0,103,auto_theft
Manipur,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,4,auto_theft
Meghalaya,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,5,auto_theft
Mizoram,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,,5.0,5,auto_theft
Nagaland,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,7.0,12,auto_theft
Odisha,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,3.0,73.0,254,auto_theft
Puducherry,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,1.0,2,auto_theft
Punjab,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,7.0,24.0,43,auto_theft
Rajasthan,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,13.0,36,auto_theft
Tamil Nadu,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,34.0,52.0,60,auto_theft
Uttar Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,47.0,114,auto_theft
Uttarakhand,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,4.0,18,auto_theft
West Bengal,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,78.0,122,auto_theft
Andaman & Nicobar Islands,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,1.0,1,auto_theft
Andhra Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,25.0,273.0,439,auto_theft
Arunachal Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0,auto_theft
Assam,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,26.0,71,auto_theft
Bihar,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,16.0,53,auto_theft
Chandigarh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,4.0,12,auto_theft
Chhattisgarh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,64.0,129,auto_theft
Dadra & Nagar Haveli,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,4.0,4,auto_theft
Delhi,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,10.0,448.0,458,auto_theft
Goa,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,1.0,1,auto_theft
Gujarat,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,9.0,90.0,175,auto_theft
Haryana,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,38.0,96,auto_theft
Himachal Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,5.0,11,auto_theft
Jammu & Kashmir,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,18.0,80,auto_theft
Jharkhand,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,14.0,17,auto_theft
Karnataka,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,4.0,106.0,219,auto_theft
Kerala,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,,1,auto_theft
Madhya Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,19.0,108.0,205,auto_theft
Maharashtra,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,25.0,75.0,152,auto_theft
Manipur,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0,auto_theft
Meghalaya,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,3.0,4,auto_theft
Mizoram,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0,auto_theft
Nagaland,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,4.0,48,auto_theft
Odisha,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,9.0,15.0,48,auto_theft
Puducherry,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,2.0,2,auto_theft
Punjab,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,8.0,31.0,59,auto_theft
Rajasthan,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,13.0,30,auto_theft
Sikkim,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,2.0,3,auto_theft
Tamil Nadu,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,176.0,184.0,201,auto_theft
Uttar Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,57.0,126,auto_theft
Uttarakhand,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,2.0,7,auto_theft
West Bengal,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,70.0,318,auto_theft
Andaman & Nicobar Islands,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,,1.0,1,auto_theft
Andhra Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,152.0,399,auto_theft
Arunachal Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0,auto_theft
Assam,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,3.0,24,auto_theft
Bihar,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,5.0,62,auto_theft
Chandigarh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,5.0,6,auto_theft
Chhattisgarh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,73.0,110,auto_theft
Daman & Diu,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,,2.0,5,auto_theft
Delhi,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,17.0,412.0,536,auto_theft
Gujarat,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,11.0,64.0,180,auto_theft
Haryana,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,112.0,233,auto_theft
Himachal Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,13.0,16,auto_theft
Jammu & Kashmir,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,20.0,43,auto_theft
Jharkhand,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,7.0,36,auto_theft
Karnataka,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,110.0,224,auto_theft
Kerala,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,,50.0,164,auto_theft
Madhya Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,131.0,256,auto_theft
Maharashtra,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,28.0,80.0,287,auto_theft
Manipur,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0,auto_theft
Meghalaya,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,4,auto_theft
Mizoram,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0,auto_theft
Nagaland,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,2.0,7,auto_theft
Odisha,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,8.0,43,auto_theft
Puducherry,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,2.0,2,auto_theft
Punjab,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,11.0,26.0,59,auto_theft
Rajasthan,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,20.0,61,auto_theft
Tamil Nadu,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,184.0,189.0,357,auto_theft
Tripura,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,,2.0,2,auto_theft
Uttar Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,42.0,110,auto_theft
Uttarakhand,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,,8.0,72,auto_theft
West Bengal,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,11.0,81,auto_theft
Andaman & Nicobar Islands,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,,1.0,1,auto_theft
Andhra Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,2.0,241.0,435,auto_theft
Arunachal Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,0.0,0,auto_theft
Assam,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,69.0,210,auto_theft
Bihar,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,12.0,268,auto_theft
Chandigarh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,7.0,8,auto_theft
Chhattisgarh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,5.0,47.0,129,auto_theft
Delhi,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,12.0,476.0,540,auto_theft
Goa,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,,,2,auto_theft
Gujarat,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,29.0,78.0,274,auto_theft
Haryana,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,,111.0,236,auto_theft
Himachal Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,8.0,15.0,32,auto_theft
Jammu & Kashmir,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,79.0,191,auto_theft
Jharkhand,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,7.0,12,auto_theft
Karnataka,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,1.0,193.0,618,auto_theft
Kerala,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,,52.0,152,auto_theft
Madhya Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,11.0,189.0,496,auto_theft
Maharashtra,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,29.0,80.0,145,auto_theft
Manipur,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,2.0,7,auto_theft
Meghalaya,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,5.0,13,auto_theft
Mizoram,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,3.0,5,auto_theft
Nagaland,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,25.0,61,auto_theft
Odisha,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,10.0,61,auto_theft
Puducherry,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0.0,2.0,2,auto_theft
Punjab,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,28.0,39.0,75,auto_theft
