state,year,crime_group,crime_subgroup,cases_stolen,value_stolen,cases_recovered,value_recovered,source_dataset
Lakshadweep,2010,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,0,0,0,property_stolen_and_recovered
Madhya Pradesh,2010,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,371,105352477,234,32067682,property_stolen_and_recovered
Maharashtra,2010,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1812,12140905176,1096,320011695,property_stolen_and_recovered
Manipur,2010,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,24,20531604,0,0,property_stolen_and_recovered
Meghalaya,2010,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,32,4772930,3,164000,property_stolen_and_recovered
Mizoram,2010,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,25,2130191,22,1961256,property_stolen_and_recovered
Nagaland,2010,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,13,1226000,2,143000,property_stolen_and_recovered
Odisha,2010,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,239,50822458,68,14004461,property_stolen_and_recovered
Puducherry,2010,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,12,3107999,9,656643,property_stolen_and_recovered
Punjab,2010,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,227,87496183,214,22781243,property_stolen_and_recovered
Rajasthan,2010,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,241,1790000,191,1580000,property_stolen_and_recovered
Sikkim,2010,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,798634,0,0,property_stolen_and_recovered
Tamil Nadu,2010,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,156,375413547,49,10621862,property_stolen_and_recovered
Tripura,2010,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,44,10908627,39,1205162,property_stolen_and_recovered
Uttar Pradesh,2010,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,864,65056558,293,39895913,property_stolen_and_recovered
Uttarakhand,2010,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,0,0,0,property_stolen_and_recovered
West Bengal,2010,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,997,1065026502,202,285664678,property_stolen_and_recovered
Andaman & Nicobar Islands,2001,Dacoity -Property,1. Dacoity,0,0,0,0,property_stolen_and_recovered
Andhra Pradesh,2001,Dacoity -Property,1. Dacoity,203,29127698,95,12616493,property_stolen_and_recovered
Arunachal Pradesh,2001,Dacoity -Property,1. Dacoity,22,5967868,6,401326,property_stolen_and_recovered
Assam,2001,Dacoity -Property,1. Dacoity,532,15912145,116,4451846,property_stolen_and_recovered
Bihar,2001,Dacoity -Property,1. Dacoity,1290,66513191,234,8297831,property_stolen_and_recovered
Chandigarh,2001,Dacoity -Property,1. Dacoity,5,92000,4,30000,property_stolen_and_recovered
Chhattisgarh,2001,Dacoity -Property,1. Dacoity,87,5919328,60,2365213,property_stolen_and_recovered
Dadra & Nagar Haveli,2001,Dacoity -Property,1. Dacoity,0,0,0,0,property_stolen_and_recovered
Daman & Diu,2001,Dacoity -Property,1. Dacoity,0,0,0,0,property_stolen_and_recovered
Delhi,2001,Dacoity -Property,1. Dacoity,48,13217200,29,2987000,property_stolen_and_recovered
Goa,2001,Dacoity -Property,1. Dacoity,7,524127,3,131427,property_stolen_and_recovered
Gujarat,2001,Dacoity -Property,1. Dacoity,313,62407290,170,18828557,property_stolen_and_recovered
Haryana,2001,Dacoity -Property,1. Dacoity,76,20468041,57,15431491,property_stolen_and_recovered
Himachal Pradesh,2001,Dacoity -Property,1. Dacoity,4,537290,2,429000,property_stolen_and_recovered
Jammu & Kashmir,2001,Dacoity -Property,1. Dacoity,24,1487230,3,327310,property_stolen_and_recovered
Jharkhand,2001,Dacoity -Property,1. Dacoity,503,18069915,83,2518508,property_stolen_and_recovered
Karnataka,2001,Dacoity -Property,1. Dacoity,178,21450275,92,12023070,property_stolen_and_recovered
Kerala,2001,Dacoity -Property,1. Dacoity,140,13092195,49,2727221,property_stolen_and_recovered
Lakshadweep,2001,Dacoity -Property,1. Dacoity,0,0,0,0,property_stolen_and_recovered
Madhya Pradesh,2001,Dacoity -Property,1. Dacoity,166,15251872,102,10217136,property_stolen_and_recovered
Maharashtra,2001,Dacoity -Property,1. Dacoity,523,106628247,339,41798247,property_stolen_and_recovered
Manipur,2001,Dacoity -Property,1. Dacoity,20,1816150,1,300000,property_stolen_and_recovered
Meghalaya,2001,Dacoity -Property,1. Dacoity,96,3658884,18,560400,property_stolen_and_recovered
Mizoram,2001,Dacoity -Property,1. Dacoity,2,47905,0,0,property_stolen_and_recovered
Nagaland,2001,Dacoity -Property,1. Dacoity,9,813525,2,350000,property_stolen_and_recovered
Odisha,2001,Dacoity -Property,1. Dacoity,195,26153628,106,4320190,property_stolen_and_recovered
Puducherry,2001,Dacoity -Property,1. Dacoity,1,120000,1,100000,property_stolen_and_recovered
Punjab,2001,Dacoity -Property,1. Dacoity,45,47908083,22,425270,property_stolen_and_recovered
Rajasthan,2001,Dacoity -Property,1. Dacoity,55,8923097,36,7760601,property_stolen_and_recovered
Sikkim,2001,Dacoity -Property,1. Dacoity,0,0,0,0,property_stolen_and_recovered
Tamil Nadu,2001,Dacoity -Property,1. Dacoity,158,38995184,99,30479581,property_stolen_and_recovered
Tripura,2001,Dacoity -Property,1. Dacoity,26,2431615,7,60600,property_stolen_and_recovered
Uttar Pradesh,2001,Dacoity -Property,1. Dacoity,622,58683161,315,27488107,property_stolen_and_recovered
Uttarakhand,2001,Dacoity -Property,1. Dacoity,32,5557695,9,779995,property_stolen_and_recovered
West Bengal,2001,Dacoity -Property,1. Dacoity,274,28536019,99,12601382,property_stolen_and_recovered
Andaman & Nicobar Islands,2002,Dacoity -Property,1. Dacoity,1,50000,1,50000,property_stolen_and_recovered
Andhra Pradesh,2002,Dacoity -Property,1. Dacoity,193,24840635,100,13183547,property_stolen_and_recovered
Arunachal Pradesh,2002,Dacoity -Property,1. Dacoity,22,3646342,4,982350,property_stolen_and_recovered
Assam,2002,Dacoity -Property,1. Dacoity,473,14499405,90,2555266,property_stolen_and_recovered
Bihar,2002,Dacoity -Property,1. Dacoity,1289,61081240,187,7949064,property_stolen_and_recovered
Chandigarh,2002,Dacoity -Property,1. Dacoity,1,23200,1,23200,property_stolen_and_recovered
Chhattisgarh,2002,Dacoity -Property,1. Dacoity,144,15449856,43,3018162,property_stolen_and_recovered
Dadra & Nagar Haveli,2002,Dacoity -Property,1. Dacoity,1,46650,0,0,property_stolen_and_recovered
Daman & Diu,2002,Dacoity -Property,1. Dacoity,2,537000,1,500000,property_stolen_and_recovered
Delhi,2002,Dacoity -Property,1. Dacoity,47,5229300,42,1300570,property_stolen_and_recovered
Goa,2002,Dacoity -Property,1. Dacoity,5,1083300,2,555300,property_stolen_and_recovered
Gujarat,2002,Dacoity -Property,1. Dacoity,777,1384990691,407,16788842,property_stolen_and_recovered
Haryana,2002,Dacoity -Property,1. Dacoity,61,19640230,46,17158072,property_stolen_and_recovered
Himachal Pradesh,2002,Dacoity -Property,1. Dacoity,0,0,0,0,property_stolen_and_recovered
Jammu & Kashmir,2002,Dacoity -Property,1. Dacoity,42,2244303,4,177050,property_stolen_and_recovered
Jharkhand,2002,Dacoity -Property,1. Dacoity,580,26053033,150,5804271,property_stolen_and_recovered
Karnataka,2002,Dacoity -Property,1. Dacoity,178,35793263,80,18525551,property_stolen_and_recovered
Kerala,2002,Dacoity -Property,1. Dacoity,125,19804550,44,10644120,property_stolen_and_recovered
Lakshadweep,2002,Dacoity -Property,1. Dacoity,0,0,0,0,property_stolen_and_recovered
Madhya Pradesh,2002,Dacoity -Property,1. Dacoity,136,25945213,92,18864346,property_stolen_and_recovered
Maharashtra,2002,Dacoity -Property,1. Dacoity,542,118901569,325,40618698,property_stolen_and_recovered
Manipur,2002,Dacoity -Property,1. Dacoity,3,12000,0,0,property_stolen_and_recovered
Meghalaya,2002,Dacoity -Property,1. Dacoity,64,4230859,11,1109119,property_stolen_and_recovered
Mizoram,2002,Dacoity -Property,1. Dacoity,5,123250,1,1500,property_stolen_and_recovered
Nagaland,2002,Dacoity -Property,1. Dacoity,15,995313,3,181450,property_stolen_and_recovered
Odisha,2002,Dacoity -Property,1. Dacoity,230,17657983,105,7732281,property_stolen_and_recovered
Puducherry,2002,Dacoity -Property,1. Dacoity,2,155000,2,155000,property_stolen_and_recovered
Punjab,2002,Dacoity -Property,1. Dacoity,50,6515666,32,1424985,property_stolen_and_recovered
Rajasthan,2002,Dacoity -Property,1. Dacoity,45,8649970,29,5620400,property_stolen_and_recovered
Sikkim,2002,Dacoity -Property,1. Dacoity,0,0,0,0,property_stolen_and_recovered
Tamil Nadu,2002,Dacoity -Property,1. Dacoity,174,45798255,142,37628968,property_stolen_and_recovered
Tripura,2002,Dacoity -Property,1. Dacoity,29,3067325,7,185100,property_stolen_and_recovered
Uttar Pradesh,2002,Dacoity -Property,1. Dacoity,327,29712101,200,14476770,property_stolen_and_recovered
Uttarakhand,2002,Dacoity -Property,1. Dacoity,25,3389600,15,1565980,property_stolen_and_recovered
West Bengal,2002,Dacoity -Property,1. Dacoity,204,26009156,104,10394269,property_stolen_and_recovered
Andaman & Nicobar Islands,2003,Dacoity -Property,1. Dacoity,2,107000,1,7000,property_stolen_and_recovered
Andhra Pradesh,2003,Dacoity -Property,1. Dacoity,173,42850011,94,13612142,property_stolen_and_recovered
Arunachal Pradesh,2003,Dacoity -Property,1. Dacoity,37,2239914,8,250518,property_stolen_and_recovered
Assam,2003,Dacoity -Property,1. Dacoity,471,17473511,83,4478050,property_stolen_and_recovered
Bihar,2003,Dacoity -Property,1. Dacoity,1221,51817939,161,5851830,property_stolen_and_recovered
Chandigarh,2003,Dacoity -Property,1. Dacoity,3,15200,3,10884,property_stolen_and_recovered
Chhattisgarh,2003,Dacoity -Property,1. Dacoity,140,10207530,41,1469483,property_stolen_and_recovered
Dadra & Nagar Haveli,2003,Dacoity -Property,1. Dacoity,4,39070,1,10000,property_stolen_and_recovered
Daman & Diu,2003,Dacoity -Property,1. Dacoity,4,4343009,2,1000000,property_stolen_and_recovered
Delhi,2003,Dacoity -Property,1. Dacoity,28,8921500,27,4305000,property_stolen_and_recovered
Goa,2003,Dacoity -Property,1. Dacoity,4,1303000,1,255000,property_stolen_and_recovered
Gujarat,2003,Dacoity -Property,1. Dacoity,330,58594806,150,26943119,property_stolen_and_recovered
Haryana,2003,Dacoity -Property,1. Dacoity,63,21710332,51,14729050,property_stolen_and_recovered
Himachal Pradesh,2003,Dacoity -Property,1. Dacoity,8,830345,4,475820,property_stolen_and_recovered
Jammu & Kashmir,2003,Dacoity -Property,1. Dacoity,23,5558150,4,5042200,property_stolen_and_recovered
Jharkhand,2003,Dacoity -Property,1. Dacoity,682,20784181,156,6082015,property_stolen_and_recovered
Karnataka,2003,Dacoity -Property,1. Dacoity,220,29322654,138,14506929,property_stolen_and_recovered
Kerala,2003,Dacoity -Property,1. Dacoity,118,25952178,58,10501066,property_stolen_and_recovered
Lakshadweep,2003,Dacoity -Property,1. Dacoity,0,0,0,0,property_stolen_and_recovered
Madhya Pradesh,2003,Dacoity -Property,1. Dacoity,153,22843695,104,13662972,property_stolen_and_recovered
Maharashtra,2003,Dacoity -Property,1. Dacoity,504,87681725,288,32601902,property_stolen_and_recovered
Manipur,2003,Dacoity -Property,1. Dacoity,3,150000,1,125000,property_stolen_and_recovered
Meghalaya,2003,Dacoity -Property,1. Dacoity,83,9269997,5,150100,property_stolen_and_recovered
Mizoram,2003,Dacoity -Property,1. Dacoity,5,392265,1,1500,property_stolen_and_recovered
Nagaland,2003,Dacoity -Property,1. Dacoity,19,2145059,3,517000,property_stolen_and_recovered
Odisha,2003,Dacoity -Property,1. Dacoity,176,12644032,102,3789657,property_stolen_and_recovered
Puducherry,2003,Dacoity -Property,1. Dacoity,2,521700,2,62700,property_stolen_and_recovered
Punjab,2003,Dacoity -Property,1. Dacoity,30,4622716,23,1323700,property_stolen_and_recovered
Rajasthan,2003,Dacoity -Property,1. Dacoity,34,6824233,22,4751260,property_stolen_and_recovered
Sikkim,2003,Dacoity -Property,1. Dacoity,2,121500,1,34500,property_stolen_and_recovered
Tamil Nadu,2003,Dacoity -Property,1. Dacoity,95,79302069,85,76487971,property_stolen_and_recovered
Tripura,2003,Dacoity -Property,1. Dacoity,36,2699536,6,165200,property_stolen_and_recovered
Uttar Pradesh,2003,Dacoity -Property,1. Dacoity,227,51675947,148,19351305,property_stolen_and_recovered
Uttarakhand,2003,Dacoity -Property,1. Dacoity,18,2322859,14,128500,property_stolen_and_recovered
West Bengal,2003,Dacoity -Property,1. Dacoity,217,39431740,106,12959732,property_stolen_and_recovered
Andaman & Nicobar Islands,2004,Dacoity -Property,1. Dacoity,0,0,0,0,property_stolen_and_recovered
Andhra Pradesh,2004,Dacoity -Property,1. Dacoity,152,17206064,82,9771450,property_stolen_and_recovered
Arunachal Pradesh,2004,Dacoity -Property,1. Dacoity,30,4350673,4,762200,property_stolen_and_recovered
Assam,2004,Dacoity -Property,1. Dacoity,360,15737176,65,3168829,property_stolen_and_recovered
Bihar,2004,Dacoity -Property,1. Dacoity,1319,80581664,140,5650680,property_stolen_and_recovered
Chandigarh,2004,Dacoity -Property,1. Dacoity,0,0,0,0,property_stolen_and_recovered
Chhattisgarh,2004,Dacoity -Property,1. Dacoity,106,36973703,30,4560404,property_stolen_and_recovered
Dadra & Nagar Haveli,2004,Dacoity -Property,1. Dacoity,3,452250,3,433550,property_stolen_and_recovered
Daman & Diu,2004,Dacoity -Property,1. Dacoity,0,0,0,0,property_stolen_and_recovered
Delhi,2004,Dacoity -Property,1. Dacoity,30,4504322,29,870000,property_stolen_and_recovered
Goa,2004,Dacoity -Property,1. Dacoity,5,456650,2,203000,property_stolen_and_recovered
Gujarat,2004,Dacoity -Property,1. Dacoity,348,108910792,160,28413195,property_stolen_and_recovered
Haryana,2004,Dacoity -Property,1. Dacoity,52,18937871,42,16370790,property_stolen_and_recovered
Himachal Pradesh,2004,Dacoity -Property,1. Dacoity,1,1350,1,1350,property_stolen_and_recovered
Jammu & Kashmir,2004,Dacoity -Property,1. Dacoity,28,8005781,0,0,property_stolen_and_recovered
Jharkhand,2004,Dacoity -Property,1. Dacoity,580,26053033,150,5804271,property_stolen_and_recovered
Karnataka,2004,Dacoity -Property,1. Dacoity,177,40702750,105,10843130,property_stolen_and_recovered
Kerala,2004,Dacoity -Property,1. Dacoity,114,33006692,56,11313177,property_stolen_and_recovered
Lakshadweep,2004,Dacoity -Property,1. Dacoity,0,0,0,0,property_stolen_and_recovered
Madhya Pradesh,2004,Dacoity -Property,1. Dacoity,147,24356418,94,15783586,property_stolen_and_recovered
Maharashtra,2004,Dacoity -Property,1. Dacoity,623,98823595,398,38410784,property_stolen_and_recovered
Manipur,2004,Dacoity -Property,1. Dacoity,2,85500,0,0,property_stolen_and_recovered
Meghalaya,2004,Dacoity -Property,1. Dacoity,71,2596018,7,247890,property_stolen_and_recovered
Mizoram,2004,Dacoity -Property,1. Dacoity,10,53800,6,23800,property_stolen_and_recovered
Nagaland,2004,Dacoity -Property,1. Dacoity,9,149850,2,85460,property_stolen_and_recovered
Odisha,2004,Dacoity -Property,1. Dacoity,238,16347964,121,7085213,property_stolen_and_recovered
Puducherry,2004,Dacoity -Property,1. Dacoity,0,0,0,0,property_stolen_and_recovered
Punjab,2004,Dacoity -Property,1. Dacoity,17,3796341,9,477700,property_stolen_and_recovered
Rajasthan,2004,Dacoity -Property,1. Dacoity,54,16535443,32,12344549,property_stolen_and_recovered
Sikkim,2004,Dacoity -Property,1. Dacoity,0,0,0,0,property_stolen_and_recovered
Tamil Nadu,2004,Dacoity -Property,1. Dacoity,72,53332298,62,50126850,property_stolen_and_recovered
Tripura,2004,Dacoity -Property,1. Dacoity,27,1746790,5,358448,property_stolen_and_recovered
Uttar Pradesh,2004,Dacoity -Property,1. Dacoity,254,47532330,159,22185529,property_stolen_and_recovered
Uttarakhand,2004,Dacoity -Property,1. Dacoity,31,5562841,17,1098413,property_stolen_and_recovered
West Bengal,2004,Dacoity -Property,1. Dacoity,212,38572732,88,8877022,property_stolen_and_recovered
Andaman & Nicobar Islands,2005,Dacoity -Property,1. Dacoity,0,0,0,0,property_stolen_and_recovered
Andhra Pradesh,2005,Dacoity -Property,1. Dacoity,245,29946537,159,19305553,property_stolen_and_recovered
